Fecha,Muertes,IncrementoMuertes,CasosPCR_Salud,IncCasosPCR_Salud,CasosSaludNuevo,IncCasosSaludNuevo,HospitCOV19,CamasICU,CamasICU_disp,Ventiladores,MuertesSalud,IncMueSalud,VacDoses,VacAdm,N1MoreDoses,N2Doses
2/23/21,2007,21,91834,18,92717,171,242,46,201,38,2035,6,922600,495114,330605,164396
2/24/21,2016,9,91919,85,92890,173,184,34,220,28,2044,9,971910,510041,337907,172064
2/25/21,2023,7,92128,209,93058,168,169,27,214,24,2047,3,995210,536377,350005,186418
2/26/21,2032,9,92262,134,93302,244,174,30,217,19,2049,2,1036820,538085,350719,187392
2/27/21,2036,4,92469,207,93360,58,150,25,235,20,2050,1,1036820,549615,355184,194630
2/28/21,2037,1,92708,239,93371,11,155,23,239,23,2054,4,1036820,554664,358469,196337
3/1/21,2040,3,92834,126,93576,205,162,23,218,24,2057,3,1056070,554694,358509,196435
3/2/21,2048,8,92856,22,93758,182,169,33,199,25,2058,1,1135850,568025,365553,202838
3/3/21,2053,5,92939,83,93937,179,171,23,189,19,2060,2,1172550,595224,379937,216638
3/4/21,2056,3,93114,175,94071,134,136,23,185,18,2062,2,1230670,596130,379836,216953
3/5/21,2059,3,93336,222,94225,154,147,24,198,18,2064,2,NA,NA,NA,NA
3/6/21,2062,3,93620,284,94271,46,125,21,199,19,2067,3,1250670,628400,399427,229815
3/7/21,2065,3,93783,163,94283,12,127,20,222,21,2070,3,1250670,633344,402670,231579
3/8/21,2066,1,93893,110,94443,160,126,16,211,15,2074,4,1256170,635352,404145,232141
3/9/21,2067,1,93951,58,94609,166,138,18,188,19,2076,2,1343520,674636,427506,248683
3/10/21,2071,4,93983,32,94756,147,136,18,190,19,2077,1,1377520,675568,428103,249152
3/11/21,2073,2,94336,353,94925,169,138,18,185,19,2077,0,1420220,698082,440880,259324
3/12/21,2077,4,94456,120,95016,91,155,22,184,21,2078,1,1439770,748875,473335,279724
3/13/21,2077,0,94642,186,95027,11,131,20,205,17,2080,2,1439770,748875,473423,279836
3/14/21,2080,3,94790,148,95032,5,126,18,228,17,2080,0,1439970,748982,473540,279934
3/15/21,2081,1,94974,184,NA,NA,132,21,221,21,2082,2,1453840,764943,485504,284522
3/16/21,2083,2,95032,58,NA,NA,130,18,208,18,2083,1,NA,NA,NA,NA
